cuidados_thrs,cuidados_thrs_hombres,fac,ingocup,min_year_enoe,max_year_enoe
22,9.189655172413794,54,18000,2018,2023
18,9.189655172413794,54,18000,2018,2023
48,10,108,20000,2018,2023
5,3.6042780748663104,84,25000,2018,2023
13,NA,65,5000,2018,2023
10,12.55813953488372,76,18000,2018,2023
16,20.567656765676567,660,28000,2018,2023
57,8.983830292241507,997,6000,2018,2023
10,3.930115273775216,574,8600,2018,2023
31,4.245283018867925,372,15000,2018,2023
6,5.297088094360486,460,15000,2018,2023
16,4.724601175482787,344,22000,2018,2023
45,20.5814696485623,310,8000,2018,2023
5,6,363,43000,2018,2023
19,0,374,24000,2018,2023
30,NA,1402,8000,2018,2023
16,10.013954535223947,1693,7000,2018,2023
30,15.991513061928126,2363,6000,2018,2023
3,NA,2761,12000,2018,2023
42,4.526115342763874,1246,12000,2018,2023
9,10.959501557632398,140,4307,2018,2023
24,3,161,7000,2018,2023
16,3.630952380952381,194,2500,2018,2023
15,5.889908256880734,140,14000,2018,2023
9,6.911487758945386,145,11600,2018,2023
5,NA,293,8600,2018,2023
8,5.837177747625509,156,2500,2018,2023
25,10,106,8000,2018,2023
45,2.878021978021978,101,1500,2018,2023
23,2,119,12000,2018,2023
22,5.905437352245863,166,17000,2018,2023
18,1.4575471698113207,103,10000,2018,2023
22,9,201,8000,2018,2023
34,7.9784172661870505,138,12000,2018,2023
36,3,104,16000,2018,2023
14,4,158,10000,2018,2023
5,7,807,8000,2018,2023
14,1.2742424242424242,841,4000,2018,2023
20,3.5543766578249336,134,12000,2018,2023
25,13.026865671641792,166,10000,2018,2023
19,4.488151658767772,108,5000,2018,2023
18,5.847775175644028,133,16000,2018,2023
18,11.095744680851064,61,20000,2018,2023
28,17,53,14000,2018,2023
3,0,51,6000,2018,2023
3,3.612021857923497,125,6450,2018,2023
76,34.76331360946745,92,40000,2018,2023
10,1.5,53,30000,2018,2023
66,14.676923076923076,69,15000,2018,2023
9,6.925233644859813,70,6450,2018,2023
53,9.364406779661017,82,9600,2018,2023
4,5.121848739495798,149,40000,2018,2023
13,NA,49,9000,2018,2023
15,2,66,16000,2018,2023
2,4.553606237816764,91,9600,2018,2023
23,17,53,8600,2018,2023
63,58,151,27000,2018,2023
11,5,96,20000,2018,2023
54,2.525,59,10000,2018,2023
23,13.141891891891891,78,8600,2018,2023
47,12.591263650546022,186,10000,2018,2023
21,5.2148541114058355,202,10000,2018,2023
63,1.1673519736842106,413,700,2018,2023
2,3.7640385706182644,300,15000,2018,2023
0,2.1687797147385104,416,15000,2018,2023
17,4.326133909287257,527,34000,2018,2023
0,7,407,18000,2018,2023
2,0,397,15000,2018,2023
23,14.306976744186047,127,8000,2018,2023
4,13.153846153846153,88,20000,2018,2023
23,4.608333333333333,79,3000,2018,2023
6,4.30188679245283,111,11000,2018,2023
15,9.311475409836065,84,8000,2018,2023
20,11.89873417721519,75,15000,2018,2023
35,36.376344086021504,93,20000,2018,2023
31,6.306521739130435,216,30000,2018,2023
44,NA,374,5000,2018,2023
14,7.235446313065976,186,20000,2018,2023
34,14.504283965728273,357,24000,2018,2023
22,2.5,377,8063,2018,2023
31,11.50765306122449,199,20000,2018,2023
22,7.324324324324325,221,8000,2018,2023
7,2.9347079037800685,311,3000,2018,2023
33,35,262,1000,2018,2023
14,7,134,26000,2018,2023
13,10.236151603498543,270,14000,2018,2023
23,14,1361,10000,2018,2023
12,6.15944540727903,931,20000,2018,2023
5,1,189,30000,2018,2023
114,26.602678571428573,121,10000,2018,2023
46,2.5810306198655715,216,25000,2018,2023
35,3.4014550264550265,322,14000,2018,2023
91,20.573091849935317,216,12000,2018,2023
16,30,131,8000,2018,2023
11,4,381,24000,2018,2023
1,1.259016393442623,167,5800,2018,2023
36,28.361945636623748,238,14000,2018,2023
29,5.043290043290043,125,11000,2018,2023
36,20.316747572815533,121,9000,2018,2023
29,14.180582524271845,121,10000,2018,2023
18,5,327,11800,2018,2023
19,14.212121212121213,191,20400,2018,2023
30,3,286,20000,2018,2023
21,17,237,6000,2018,2023
39,9.896353166986565,154,10000,2018,2023
22,10.666141732283464,211,12000,2018,2023
26,99,159,26000,2018,2023
0,0,159,8000,2018,2023
23,40.83386581469649,103,14000,2018,2023
27,2.0392156862745097,106,18000,2018,2023
23,8.982968369829683,136,16000,2018,2023
20,3.8821138211382116,113,8000,2018,2023
6,29.073170731707318,142,6000,2018,2023
16,NA,744,22000,2018,2023
21,2.010860484544695,605,19000,2018,2023
44,3.1553930530164536,98,14000,2018,2023
1,5.864244741873805,195,6450,2018,2023
39,55.609022556390975,152,10750,2018,2023
15,49.713656387665196,113,10000,2018,2023
4,NA,145,10000,2018,2023
23,14.41922290388548,170,5000,2018,2023
33,16,50,12000,2018,2023
50,14,64,17000,2018,2023
14,2.732673267326733,64,5000,2018,2023
12,4.535714285714286,52,10000,2018,2023
19,7.3991031390134525,86,20500,2018,2023
29,5.6584734799482534,277,10000,2018,2023
47,10.036225779275485,491,20000,2018,2023
10,7.386934673366834,101,2000,2018,2023
28,23.408602150537636,106,20000,2018,2023
15,9.129817444219068,144,10000,2018,2023
19,24,93,10600,2018,2023
16,14.65358361774744,366,12000,2018,2023
16,19.318831942789036,425,10000,2018,2023
16,4.666666666666667,505,16000,2018,2023
13,16.581993569131832,92,10000,2018,2023
15,4.009280742459397,133,20000,2018,2023
30,16.040372670807454,219,20000,2018,2023
32,11.222493887530563,135,9000,2018,2023
61,11.5,144,20000,2018,2023
30,12.667322834645669,715,18000,2018,2023
32,5.8325559701492535,2425,4000,2018,2023
19,0,1421,10000,2018,2023
10,10.191938579654511,168,12000,2018,2023
7,6.358949416342412,155,8000,2018,2023
6,9.85735294117647,237,10000,2018,2023
24,18.74451754385965,204,8449,2018,2023
33,7.650828729281768,195,10000,2018,2023
21,1.8993006993006993,121,1720,2018,2023
8,14.948051948051948,156,16000,2018,2023
16,3.901156677181914,407,10000,2018,2023
6,4.85514403292181,253,12000,2018,2023
34,7.57360959651036,327,10000,2018,2023
16,9.125858123569794,224,4000,2018,2023
10,2.731707317073171,42,8000,2018,2023
40,10.679012345679013,35,16000,2018,2023
20,17.654545454545456,56,20000,2018,2023
7,4.705882352941177,84,14000,2018,2023
22,41,58,8000,2018,2023
45,14.5,47,40000,2018,2023
24,3.8296296296296295,47,10000,2018,2023
9,5.037128712871287,83,28000,2018,2023
14,6.768844221105527,60,20000,2018,2023
49,32.75757575757576,76,6000,2018,2023
63,9.329268292682928,74,10000,2018,2023
58,14.636363636363637,45,5000,2018,2023
30,7,38,24000,2018,2023
7,7.445652173913044,51,9000,2018,2023
50,12.685393258426966,300,8600,2018,2023
65,0,171,15000,2018,2023
4,4.2,48,14000,2018,2023
34,10.984375,60,8000,2018,2023
73,51,74,5000,2018,2023
18,NA,177,28000,2018,2023
15,18.68407310704961,218,12900,2018,2023
4,8.95,176,70000,2018,2023
100,1,196,25000,2018,2023
9,65.38345864661655,176,10000,2018,2023
101,NA,99,20000,2018,2023
32,NA,75,15000,2018,2023
12,NA,172,40000,2018,2023
22,4,145,20000,2018,2023
7,3,320,13975,2018,2023
24,4,435,10750,2018,2023
38,3.7184923439340403,225,12900,2018,2023
7,4,275,21500,2018,2023
2,2,186,30000,2018,2023
0,NA,238,25000,2018,2023
5,NA,47,29000,2018,2023
28,5,34,40000,2018,2023
6,NA,34,26000,2018,2023
3,NA,77,25000,2018,2023
13,8,68,16000,2018,2023
34,11.992957746478874,42,20000,2018,2023
75,32,31,34400,2018,2023
53,8,65,10000,2018,2023
1,1.1711711711711712,65,20000,2018,2023
30,4.930232558139535,44,10000,2018,2023
21,5.764705882352941,60,18000,2018,2023
29,NA,60,31800,2018,2023
10,10,53,16000,2018,2023
45,31,35,32000,2018,2023
7,11.716129032258065,46,70000,2018,2023
11,1,41,12000,2018,2023
4,9.5,65,20000,2018,2023
38,18.522633744855966,74,15000,2018,2023
33,31.02675585284281,159,50000,2018,2023
23,2,123,7000,2018,2023
24,8.993464052287582,43,8600,2018,2023
26,7,58,24000,2018,2023
16,9.189473684210526,43,12000,2018,2023
32,40,26,10600,2018,2023
37,13.454545454545455,24,15000,2018,2023
9,4.3321799307958475,53,12900,2018,2023
11,10.02,35,10400,2018,2023
10,7.333333333333333,72,23000,2018,2023
37,3.8,41,16000,2018,2023
16,6,64,12000,2018,2023
26,2,51,12000,2018,2023
32,7.925465838509317,45,14000,2018,2023
4,4.326693227091633,69,16000,2018,2023
24,7.023255813953488,96,20000,2018,2023
8,4.913043478260869,24,11200,2018,2023
9,35.9622641509434,17,17000,2018,2023
7,NA,25,5000,2018,2023
33,11.072072072072071,28,10000,2018,2023
30,4.9,24,5000,2018,2023
23,4.540307101727447,184,9000,2018,2023
28,9.50438596491228,125,10000,2018,2023
18,23.38095238095238,114,24000,2018,2023
40,18.601796407185628,221,20000,2018,2023
0,1.4879032258064515,125,4000,2018,2023
33,5,139,11000,2018,2023
20,NA,155,3000,2018,2023
65,14.963730569948186,147,12900,2018,2023
16,5.113636363636363,175,12900,2018,2023
18,12.04885993485342,203,10000,2018,2023
0,3.453416149068323,130,30000,2018,2023
35,16.485981308411215,106,12900,2018,2023
3,NA,58,8600,2018,2023
68,11.10948905109489,84,14000,2018,2023
22,5.158878504672897,99,129000,2018,2023
9,10.470588235294118,13,16000,2018,2023
24,NA,113,25000,2018,2023
14,14.880952380952381,74,13400,2018,2023
24,7.402777777777778,29,22000,2018,2023
16,7,80,19600,2018,2023
8,NA,27,10000,2018,2023
18,0,32,6000,2018,2023
8,23,81,15000,2018,2023
9,7.701986754966887,114,11800,2018,2023
9,2.9494163424124515,78,20000,2018,2023
50,42,55,16000,2018,2023
16,4,71,4300,2018,2023
13,4.213836477987422,142,6667,2018,2023
14,5,39,5000,2018,2023
139,28,75,20000,2018,2023
28,9.610878661087867,107,5000,2018,2023
19,6.617647058823529,83,8000,2018,2023
28,5.282442748091603,75,5000,2018,2023
24,12.693827160493827,128,10000,2018,2023
24,2.8695150115473442,89,10000,2018,2023
6,7.913385826771654,72,14000,2018,2023
23,9.340425531914894,90,10000,2018,2023
10,7.69438202247191,91,14000,2018,2023
16,NA,77,18000,2018,2023
7,NA,75,9000,2018,2023
8,2,88,18000,2018,2023
22,5.744394618834081,102,7000,2018,2023
27,3.6666666666666665,80,30000,2018,2023
15,0,92,10000,2018,2023
29,10.370757180156659,117,9000,2018,2023
22,7.088772845953002,117,8000,2018,2023
104,104,21,44000,2018,2023
15,7,28,7000,2018,2023
14,10.33774834437086,30,12000,2018,2023
17,3,68,23650,2018,2023
17,8.229885057471265,68,16000,2018,2023
20,31,430,6000,2018,2023
27,7.8568181818181815,178,40000,2018,2023
5,5.559928443649373,130,15000,2018,2023
11,NA,123,30100,2018,2023
22,6.938856015779093,131,20000,2018,2023
27,4.240963855421687,138,10000,2018,2023
10,6.075503355704698,121,60000,2018,2023
5,2,162,14000,2018,2023
5,3.202363367799114,122,20000,2018,2023
10,9.139759036144579,134,26000,2018,2023
3,2.1496062992125986,235,7000,2018,2023
37,99,290,20000,2018,2023
23,9.088888888888889,250,20000,2018,2023
26,6.773065150852646,1549,12900,2018,2023
17,6,784,20000,2018,2023
17,NA,1024,30000,2018,2023
12,3.5643996960486324,717,14000,2018,2023
34,14.513444767441861,899,30000,2018,2023
38,7,989,12000,2018,2023
0,7.829256594724221,837,16000,2018,2023
40,2.940809968847352,1567,11000,2018,2023
9,22.127848804891606,740,12400,2018,2023
10,3.411392405063291,81,12000,2018,2023
10,0,88,6000,2018,2023
25,NA,110,16000,2018,2023
43,17,122,10000,2018,2023
25,11.137521222410866,81,12000,2018,2023
7,6.5,82,14000,2018,2023
18,2.1941489361702127,72,5000,2018,2023
50,17.515060240963855,192,12000,2018,2023
23,8.067857142857143,98,16000,2018,2023
21,5.935483870967742,121,16000,2018,2023
52,3,84,10000,2018,2023
23,2.909090909090909,104,15000,2018,2023
35,9.498575498575498,158,8000,2018,2023
85,8.560790273556231,129,2000,2018,2023
23,2,777,8000,2018,2023
25,3,151,10000,2018,2023
17,NA,237,10000,2018,2023
47,7,624,10000,2018,2023
89,21.047430830039527,90,3000,2018,2023
23,7.099337748344371,67,16000,2018,2023
27,3.3333333333333335,55,8000,2018,2023
45,4.333333333333333,64,12900,2018,2023
31,6.956834532374101,68,10000,2018,2023
2,37,102,62000,2018,2023
18,9.189655172413794,56,10000,2018,2023
16,13,69,17200,2018,2023
16,12.5,55,12900,2018,2023
68,7.076023391812866,79,28000,2018,2023
8,NA,401,5000,2018,2023
16,15,516,10000,2018,2023
11,12.276441216522922,407,13000,2018,2023
19,70.41074249605056,687,20000,2018,2023
50,20.5814696485623,316,12900,2018,2023
4,0,729,28000,2018,2023
39,16.59861111111111,683,18000,2018,2023
32,11.691855063487148,1154,15000,2018,2023
17,NA,1014,12000,2018,2023
4,7.5947424606351746,1696,30100,2018,2023
16,2.6767179812728137,2075,16000,2018,2023
45,20,930,8000,2018,2023
23,6,1264,16000,2018,2023
25,NA,221,15000,2018,2023
10,5.887724550898204,163,50000,2018,2023
12,0.5,1208,15000,2018,2023
6,0.5,1208,10000,2018,2023
23,8,150,6500,2018,2023
30,3,177,20000,2018,2023
19,NA,181,24000,2018,2023
14,NA,181,25000,2018,2023
24,10,171,22000,2018,2023
6,NA,113,10000,2018,2023
52,39,416,50000,2018,2023
11,7.9784172661870505,141,20000,2018,2023
13,5.411907654921021,117,10000,2018,2023
28,6.209677419354839,162,20000,2018,2023
2,7,253,20000,2018,2023
26,NA,296,8200,2018,2023
16,1.0977272727272727,828,10900,2018,2023
27,2.2455322455322455,1260,20000,2018,2023
28,11,248,27950,2018,2023
2,2,202,60000,2018,2023
19,6,106,10000,2018,2023
31,6.636540330417882,131,15000,2018,2023
25,8.454545454545455,120,13000,2018,2023
8,12.390197926484449,222,18000,2018,2023
51,0,580,5000,2018,2023
5,7.0578512396694215,61,4000,2018,2023
33,9.981132075471699,30,15000,2018,2023
57,11.200680272108844,59,14000,2018,2023
70,17.164772727272727,54,23650,2018,2023
12,NA,83,9000,2018,2023
16,11.793103448275861,57,20000,2018,2023
46,11.793103448275861,57,20000,2018,2023
35,11.402366863905325,55,9000,2018,2023
16,30,68,14000,2018,2023
31,NA,88,9000,2018,2023
24,2.752439024390244,183,1200,2018,2023
11,NA,183,8000,2018,2023
7,3.360655737704918,160,12000,2018,2023
6,2,691,12000,2018,2023
31,11.945434703528555,706,14000,2018,2023
35,6.94044665012407,397,36000,2018,2023
0,2.4959473150962515,324,25800,2018,2023
63,13.911220715166461,402,20000,2018,2023
10,2.8492239467849223,514,26000,2018,2023
16,12,183,30000,2018,2023
2,6.420634920634921,645,20000,2018,2023
14,9.514563106796116,38,9000,2018,2023
30,14.306976744186047,95,12000,2018,2023
12,6.333333333333333,137,6000,2018,2023
59,17,142,10500,2018,2023
22,3,36,4000,2018,2023
4,3.728,106,14000,2018,2023
12,5.821958456973293,101,10000,2018,2023
48,17.808,159,30000,2018,2023
49,22.671916010498688,112,5000,2018,2023
98,31.532467532467532,62,18000,2018,2023
22,12.09322033898305,80,35000,2018,2023
11,7.373134328358209,76,13000,2018,2023
0,7.373134328358209,76,10000,2018,2023
26,4.138442521631644,361,48000,2018,2023
15,7,153,19000,2018,2023
19,10.817980022197558,276,6700,2018,2023
43,16.27977315689981,584,18000,2018,2023
16,11.423728813559322,218,11800,2018,2023
16,8,240,24000,2018,2023
48,13.18082788671024,283,16000,2018,2023
14,9.927461139896373,69,10000,2018,2023
9,9.927461139896373,69,6000,2018,2023
13,9.927461139896373,69,14000,2018,2023
7,9,150,21500,2018,2023
14,7,112,6000,2018,2023
18,1.2702702702702702,220,30000,2018,2023
4,NA,273,22000,2018,2023
29,17,133,12000,2018,2023
29,NA,87,11000,2018,2023
23,3.189655172413793,322,12000,2018,2023
17,9,152,12900,2018,2023
22,2.413237924865832,103,13000,2018,2023
27,5.703389830508475,185,25000,2018,2023
37,5.043290043290043,162,14000,2018,2023
12,20.316747572815533,157,13000,2018,2023
10,NA,192,46000,2018,2023
53,4.439024390243903,292,14000,2018,2023
22,14.212121212121213,304,25000,2018,2023
9,10.360501567398119,273,8600,2018,2023
32,2,251,12000,2018,2023
17,5.35536688902365,632,17000,2018,2023
16,2,273,24000,2018,2023
9,NA,133,26000,2018,2023
8,NA,281,15000,2018,2023
14,11.387944358578052,151,5000,2018,2023
25,11.885017421602788,143,20000,2018,2023
29,NA,527,30000,2018,2023
21,43,139,8000,2018,2023
15,0,62,20000,2018,2023
26,5.420718816067653,112,12000,2018,2023
30,8.483193277310924,123,14000,2018,2023
17,NA,466,16000,2018,2023
64,NA,238,12000,2018,2023
15,32.35021097046413,132,16000,2018,2023
28,55.609022556390975,156,7000,2018,2023
14,9.955445544554456,128,2000,2018,2023
14,NA,168,9000,2018,2023
17,7.9375,143,8000,2018,2023
22,0,135,20000,2018,2023
21,5.894736842105263,172,20000,2018,2023
30,12.742182514358648,421,8600,2018,2023
23,NA,361,10000,2018,2023
29,6,250,19460,2018,2023
14,8,422,8600,2018,2023
6,4,53,10000,2018,2023
29,18.9811320754717,44,20000,2018,2023
51,18.356020942408378,58,12000,2018,2023
40,6,63,18000,2018,2023
23,NA,60,6000,2018,2023
19,NA,95,16000,2018,2023
30,4,74,20000,2018,2023
19,0,66,14000,2018,2023
24,7.3991031390134525,88,16000,2018,2023
27,6.752808988764045,63,12000,2018,2023
33,8,63,24000,2018,2023
28,5.996309963099631,63,13600,2018,2023
19,0,366,5000,2018,2023
43,20.467505241090148,181,10000,2018,2023
35,30.703096539162114,125,14000,2018,2023
12,5.977528089887641,120,15050,2018,2023
24,10,116,15050,2018,2023
40,9.204210526315789,375,11000,2018,2023
36,28,592,10000,2018,2023
22,0,492,30000,2018,2023
23,10,68,17000,2018,2023
21,NA,52,10200,2018,2023
66,8.036363636363637,106,8000,2018,2023
28,1.7757009345794392,57,24000,2018,2023
9,13.901907356948229,98,10750,2018,2023
19,3.4004739336492893,98,7000,2018,2023
7,NA,47,10000,2018,2023
7,0,40,20000,2018,2023
26,0,466,2150,2018,2023
15,7.889666666666667,487,4000,2018,2023
4,3,167,17200,2018,2023
9,27.252747252747252,153,7310,2018,2023
13,4.300768386388584,164,12000,2018,2023
21,11.062857142857142,93,24000,2018,2023
4,9.85735294117647,213,6450,2018,2023
22,8.818823529411764,156,25000,2018,2023
15,5.636655948553055,147,21500,2018,2023
15,NA,175,34000,2018,2023
13,3.51440329218107,140,6000,2018,2023
6,6,186,20000,2018,2023
16,3.5,186,12900,2018,2023
24,50.5,105,6000,2018,2023
30,6.706827309236948,122,6300,2018,2023
8,4.421052631578948,48,16000,2018,2023
59,10.178947368421053,43,10000,2018,2023
35,1.9428571428571428,51,7000,2018,2023
10,2,50,18000,2018,2023
45,12.545454545454545,46,6400,2018,2023
39,10.653992395437262,58,36000,2018,2023
15,5.079207920792079,43,12000,2018,2023
43,21,88,15000,2018,2023
42,45.505050505050505,61,13000,2018,2023
200,114.7090909090909,26,10000,2018,2023
26,4.5,40,20000,2018,2023
16,4.989583333333333,56,10000,2018,2023
